time,frame,fps,current_point,allocated_chunks,active_compute_cores,chunks_generation_queue
28.06667,1684,61,5,3998,0,0
28.08333,1685,58,5,3998,0,0
28.1,1686,62,5,3998,0,0
28.11667,1687,59,5,3998,0,0
28.13333,1688,61,5,3998,0,0
28.15,1689,60,5,3998,0,0
28.16667,1690,60,5,3998,0,0
28.18333,1691,60,5,3998,0,0
28.2,1692,60,5,3998,0,0
28.21667,1693,59,5,3998,0,0
28.23333,1694,60,5,3998,0,0
28.25,1695,57,5,3998,0,0
28.26667,1696,61,5,3998,0,0
28.28333,1697,62,5,3998,0,0
28.3,1698,60,5,3998,0,0
28.31667,1699,60,5,3998,0,0
28.33333,1700,58,5,3998,0,0
28.35,1701,61,5,3998,0,0
28.36667,1702,59,5,3998,0,0
28.38333,1703,60,5,3998,0,0
28.4,1704,60,5,3998,0,0
28.41667,1705,59,5,3998,0,0
28.43333,1706,58,5,3998,0,0
28.45,1707,62,5,3998,0,0
28.46667,1708,58,5,3998,0,0
28.48333,1709,63,5,3998,0,0
28.5,1710,58,5,3998,0,0
28.51667,1711,61,5,3998,0,0
28.53333,1712,60,5,3998,0,0
28.55,1713,60,5,3998,0,0
28.56667,1714,59,5,3998,0,0
28.58333,1715,58,5,3998,0,0
28.6,1716,62,5,3998,0,0
28.61667,1717,57,5,3998,0,0
28.63333,1718,62,5,3998,0,0
28.65,1719,61,5,3998,0,0
28.66667,1720,60,5,3998,0,0
28.68333,1721,59,5,3998,0,0
28.7,1722,58,5,3998,0,0
28.71667,1723,63,5,3998,0,0
28.73333,1724,58,5,3998,0,0
28.75,1725,61,5,3998,0,0
28.76667,1726,60,5,3998,0,0
28.78333,1727,57,5,3998,0,0
28.8,1728,62,5,3998,0,0
28.81667,1729,60,5,3998,0,0
28.83333,1730,60,5,3998,0,0
28.85,1731,60,5,3998,0,0
28.86667,1732,60,5,3998,0,0
28.88333,1733,58,5,3998,0,0
28.9,1734,59,5,3998,0,0
28.91667,1735,62,5,3998,0,0
28.93333,1736,60,5,3998,0,0
28.95,1737,60,5,3998,0,0
28.96667,1738,59,5,3998,0,0
28.98333,1739,61,5,3998,0,0
29,1740,60,5,3998,0,0
29.01667,1741,60,5,3998,0,0
29.03333,1742,60,5,3998,0,0
29.05,1743,58,5,3998,0,0
29.06667,1744,62,5,3998,0,0
29.08333,1745,60,5,3998,0,0
29.1,1746,59,5,3998,0,0
29.11667,1747,59,5,3998,0,0
29.13333,1748,61,5,3998,0,0
29.15,1749,59,5,3998,0,0
29.16667,1750,59,5,3998,0,0
29.18333,1751,61,5,3998,0,0
29.2,1752,59,5,3998,0,0
29.21667,1753,61,5,3998,0,0
29.23333,1754,58,5,3998,0,0
29.25,1755,62,5,3998,0,0
29.26667,1756,60,5,3998,0,0
29.28333,1757,60,5,3998,0,0
29.3,1758,60,5,3998,0,0
29.31667,1759,60,5,3998,0,0
29.33333,1760,60,6,3998,0,0
29.35,1761,60,6,3998,0,0
29.36667,1762,60,6,3990,0,0
29.38333,1763,59,6,4014,24,24
29.4,1764,61,6,3926,24,24
29.41667,1765,59,6,3666,63,63
29.43333,1766,43,6,3630,39,39
29.45,1767,59,6,3630,63,63
29.46667,1768,58,6,3634,61,61
29.48333,1769,62,6,3634,63,63
29.5,1770,61,6,3642,2,2
29.51667,1771,59,6,3650,19,19
29.53333,1772,58,6,3650,19,19
29.55,1773,62,6,3650,19,19
29.56667,1774,60,6,3654,4,4
29.58333,1775,60,6,3654,4,4
29.6,1776,59,6,3662,12,12
29.61667,1777,62,6,3726,59,59
29.63333,1778,58,6,3790,63,63
29.65,1779,61,6,3790,55,55
29.66667,1780,60,6,3790,63,63
29.68333,1781,59,6,3790,8,8
29.7,1782,59,6,3722,55,55
29.71667,1783,62,6,3726,63,63
29.73333,1784,58,6,3726,63,63
29.75,1785,63,6,3726,23,23
29.76667,1786,59,6,3726,63,63
29.78333,1787,61,6,3726,40,40
29.8,1788,60,6,3726,45,45
29.81667,1789,59,6,3726,6,6
29.83333,1790,61,6,3726,6,6
29.85,1791,60,6,3726,0,0
29.86667,1792,58,6,3726,0,0
29.88333,1793,62,6,3726,0,0
29.9,1794,58,6,3726,0,0
29.91667,1795,62,6,3790,63,63
29.93333,1796,60,6,3790,63,63
29.95,1797,60,6,3790,63,63
29.96667,1798,60,6,3790,63,63
29.98333,1799,59,6,3778,0,0
30,1800,61,6,3746,1,1
30.01667,1801,59,6,3810,63,63
30.03333,1802,58,6,3854,63,63
30.05,1803,60,6,3854,62,62
30.06667,1804,62,6,3854,63,63
30.08333,1805,60,6,3854,1,1
30.1,1806,60,6,3854,45,45
30.11667,1807,60,6,3854,45,45
30.13333,1808,58,6,3854,45,45
30.15,1809,61,6,3854,39,39
30.16667,1810,61,6,3854,39,39
30.18333,1811,59,6,3854,0,0
30.2,1812,61,6,3854,0,0
30.21667,1813,58,6,3854,0,0
30.23333,1814,61,6,3862,8,8
30.25,1815,60,6,3862,8,8
30.26667,1816,60,6,3862,8,8
30.28333,1817,60,6,3862,0,0
30.3,1818,60,6,3854,0,0
30.31667,1819,60,6,3918,63,63
30.33333,1820,60,6,3966,63,63
30.35,1821,57,6,3966,63,63
30.36667,1822,63,6,3966,19,19
30.38333,1823,60,6,3966,44,44
30.4,1824,60,6,3966,49,49
30.41667,1825,60,6,3966,49,49
30.43333,1826,57,6,3966,35,35
30.45,1827,63,6,3966,35,35
30.46667,1828,59,6,3966,0,0
30.48333,1829,60,6,3966,0,0
30.5,1830,60,6,3966,0,0
30.51667,1831,59,6,3966,0,0
30.53333,1832,61,6,3966,0,0
30.55,1833,60,6,3966,0,0
30.56667,1834,60,6,3966,0,0
30.58333,1835,60,6,3966,0,0
30.6,1836,60,6,3966,0,0
30.61667,1837,60,6,3966,0,0
30.63333,1838,60,6,3970,4,4
30.65,1839,60,6,3970,4,4
30.66667,1840,60,6,4034,63,63
30.68333,1841,60,6,4034,59,59
30.7,1842,60,6,4034,63,63
30.71667,1843,60,6,4034,15,15
30.73333,1844,60,6,4034,16,16
30.75,1845,60,6,4034,1,1
30.76667,1846,57,6,4034,1,1
30.78333,1847,63,6,4034,1,1
30.8,1848,60,6,4034,0,0
30.81667,1849,60,6,4034,0,0
30.83333,1850,60,6,4034,0,0
30.85,1851,60,6,4034,0,0
30.86667,1852,60,6,4034,0,0
30.88333,1853,60,6,4034,0,0
30.9,1854,60,6,4034,0,0
30.91667,1855,60,6,4034,0,0
30.93333,1856,60,6,4034,0,0
30.95,1857,60,6,4034,0,0
30.96667,1858,60,6,4034,0,0
30.98333,1859,60,6,4098,63,63
31,1860,59,6,4162,63,63
31.01667,1861,61,6,4162,63,63
31.03333,1862,60,6,4162,63,63
31.05,1863,60,6,4162,0,0
31.06667,1864,56,6,4162,63,63
31.08333,1865,59,6,4162,63,63
31.1,1866,59,6,4162,63,63
31.11667,1867,61,6,4162,50,50
31.13333,1868,58,6,4162,52,52
31.15,1869,62,6,4162,2,2
31.16667,1870,58,6,4162,2,2
31.18333,1871,60,6,4162,0,0
31.2,1872,59,6,4162,0,0
31.21667,1873,59,6,4162,0,0
31.23333,1874,59,6,4162,0,0
31.25,1875,63,6,4162,0,0
31.26667,1876,58,6,4162,0,0
31.28333,1877,61,6,4162,0,0
31.3,1878,61,6,4162,0,0
31.31667,1879,58,6,4226,63,63
31.33333,1880,62,6,4226,63,63
31.35,1881,60,6,4226,63,63
31.36667,1882,58,6,4226,21,21
31.38333,1883,57,6,4226,1,1
31.4,1884,57,6,4226,1,1
31.41667,1885,63,6,4226,1,1
31.43333,1886,58,6,4226,1,1
31.45,1887,61,6,4226,0,0
31.46667,1888,58,6,4226,0,0
31.48333,1889,62,6,4226,0,0
31.5,1890,58,6,4226,0,0
31.51667,1891,61,6,4226,0,0
31.53333,1892,60,6,4226,0,0
31.55,1893,60,6,4226,0,0
31.56667,1894,61,6,4226,0,0
31.58333,1895,59,6,4226,0,0
31.6,1896,59,6,4226,0,0
31.61667,1897,61,6,4226,0,0
31.63333,1898,59,6,4226,0,0
31.65,1899,62,6,4266,40,40
31.66667,1900,60,6,4330,63,63
31.68333,1901,60,6,4354,63,63
31.7,1902,60,6,4354,23,23
31.71667,1903,60,6,4354,43,43
31.73333,1904,58,6,4354,63,63
31.75,1905,62,6,4354,60,60
31.76667,1906,60,6,4354,31,31
31.78333,1907,60,6,4354,25,25
31.8,1908,58,6,4354,5,5
31.81667,1909,62,6,4354,5,5
31.83333,1910,60,6,4354,0,0
31.85,1911,60,6,4354,0,0
31.86667,1912,60,6,4354,0,0
31.88333,1913,60,6,4354,0,0
31.9,1914,60,6,4354,0,0
31.91667,1915,57,6,4354,0,0
31.93333,1916,63,6,4354,0,0
31.95,1917,58,6,4354,0,0
31.96667,1918,61,6,4354,0,0
31.98333,1919,61,6,4354,0,0
32,1920,58,6,4418,63,63
32.01667,1921,61,6,4418,63,63
32.03333,1922,58,6,4462,63,63
32.05,1923,60,6,4462,18,18
32.06667,1924,51,6,4462,45,45
32.08333,1925,57,6,4462,45,45
32.1,1926,61,6,4462,45,45
32.11666,1927,62,6,4462,21,21
32.13334,1928,60,6,4462,21,21
32.15,1929,58,6,4462,0,0
32.16667,1930,62,6,4462,0,0
32.18333,1931,60,6,4462,0,0
32.2,1932,59,6,4462,0,0
32.21667,1933,61,6,4462,0,0
32.23333,1934,58,6,4462,0,0
32.25,1935,62,6,4462,0,0
32.26667,1936,58,6,4462,0,0
32.28333,1937,61,6,4462,0,0
32.3,1938,60,6,4462,0,0
32.31667,1939,59,6,4462,0,0
32.33333,1940,59,6,4462,0,0
32.35,1941,60,6,4462,0,0
32.36666,1942,58,6,4474,12,12
32.38334,1943,62,6,4526,63,63
32.4,1944,59,6,4526,63,63
32.41667,1945,61,6,4526,63,63
32.43333,1946,60,6,4526,15,15
32.45,1947,52,6,4526,1,1
32.46667,1948,60,6,4526,1,1
32.48333,1949,60,6,4526,1,1
32.5,1950,60,6,4526,0,0
32.51667,1951,60,6,4526,0,0
32.53333,1952,60,6,4526,0,0
32.55,1953,60,6,4526,0,0
32.56667,1954,59,6,4526,0,0
32.58333,1955,59,6,4526,0,0
32.6,1956,62,6,4526,0,0
32.61666,1957,58,6,4526,0,0
32.63334,1958,59,6,4526,0,0
32.65,1959,63,6,4526,0,0
32.66667,1960,57,6,4526,0,0
32.68333,1961,62,6,4526,0,0
32.7,1962,58,6,4526,0,0
32.71667,1963,62,6,4526,0,0
32.73333,1964,59,6,4526,0,0
32.75,1965,60,6,4526,0,0
32.76667,1966,61,6,4526,0,0
32.78333,1967,60,6,4526,0,0
32.8,1968,60,6,4526,0,0
32.81667,1969,60,6,4526,0,0
32.83333,1970,58,6,4526,0,0
32.85,1971,58,6,4526,0,0
32.86666,1972,63,6,4526,0,0
32.88334,1973,58,6,4526,0,0
32.9,1974,61,6,4526,0,0
32.91667,1975,61,6,4526,0,0
32.93333,1976,59,6,4526,0,0
32.95,1977,60,6,4526,0,0
32.96667,1978,59,6,4526,0,0
32.98333,1979,61,6,4526,0,0
33,1980,60,6,4526,0,0
33.01667,1981,60,6,4526,0,0
33.03333,1982,59,6,4526,0,0
33.05,1983,59,6,4526,0,0
33.06667,1984,62,6,4526,0,0
33.08333,1985,61,6,4526,0,0
33.1,1986,60,6,4526,0,0
33.11666,1987,60,6,4526,0,0
33.13334,1988,59,6,4526,0,0
33.15,1989,61,6,4526,0,0
33.16667,1990,58,6,4526,0,0
33.18333,1991,62,6,4526,0,0
33.2,1992,60,6,4526,0,0
33.21667,1993,59,6,4526,0,0
33.23333,1994,60,6,4526,0,0
33.25,1995,60,6,4526,0,0
33.26667,1996,58,6,4526,0,0
33.28333,1997,61,6,4526,0,0
33.3,1998,61,6,4526,0,0
33.31667,1999,60,6,4526,0,0
33.33333,2000,58,6,4526,0,0
33.35,2001,58,6,4526,0,0
33.36666,2002,63,6,4526,0,0
33.38334,2003,60,6,4526,0,0
33.4,2004,60,6,4526,0,0
33.41667,2005,60,6,4526,0,0
33.43333,2006,58,6,4526,0,0
33.45,2007,61,6,4526,0,0
33.46667,2008,57,6,4526,0,0
33.48333,2009,63,6,4526,0,0
33.5,2010,60,6,4526,0,0
33.51667,2011,59,6,4526,0,0
33.53333,2012,58,6,4526,0,0
33.55,2013,62,6,4526,0,0
33.56667,2014,60,6,4526,0,0
33.58333,2015,58,6,4526,0,0
33.6,2016,62,6,4526,0,0
33.61666,2017,58,6,4526,0,0
33.63334,2018,61,6,4526,0,0
33.65,2019,60,6,4526,0,0
33.66667,2020,61,6,4526,0,0
33.68333,2021,57,6,4526,0,0
33.7,2022,63,6,4526,0,0
33.71667,2023,60,6,4526,0,0
33.73333,2024,59,6,4526,0,0
33.75,2025,60,6,4526,0,0
33.76667,2026,58,6,4526,0,0
33.78333,2027,61,6,4526,0,0
33.8,2028,60,6,4526,0,0
33.81667,2029,61,6,4526,0,0
33.83333,2030,60,6,4526,0,0
33.85,2031,60,6,4526,0,0
33.86666,2032,59,6,4526,0,0
33.88334,2033,61,6,4526,0,0
33.9,2034,57,6,4526,0,0
33.91667,2035,62,6,4526,0,0
33.93333,2036,60,6,4526,0,0
33.95,2037,60,6,4526,0,0
33.96667,2038,60,6,4526,0,0
33.98333,2039,60,6,4526,0,0
34,2040,60,6,4526,0,0
34.01667,2041,59,6,4526,0,0
34.03333,2042,61,6,4526,0,0
34.05,2043,59,6,4526,0,0
34.06667,2044,59,6,4526,0,0
34.08333,2045,60,6,4526,0,0
34.1,2046,61,6,4526,0,0
34.11666,2047,58,6,4526,0,0
34.13334,2048,62,6,4526,0,0
34.15,2049,60,6,4526,0,0
34.16667,2050,58,6,4526,0,0
34.18333,2051,62,6,4526,0,0
34.2,2052,60,6,4526,0,0
34.21667,2053,58,6,4526,0,0
34.23333,2054,61,6,4526,0,0
34.25,2055,58,6,4526,0,0
34.26667,2056,61,6,4526,0,0
34.28333,2057,60,6,4526,0,0
34.3,2058,60,6,4526,0,0
34.31667,2059,60,6,4526,0,0
34.33333,2060,60,6,4526,0,0
34.35,2061,60,7,4526,0,0
34.36666,2062,60,7,4478,0,0
34.38334,2063,60,7,4478,0,0
34.4,2064,60,7,4122,0,0
34.41667,2065,49,7,3734,0,0
34.43333,2066,45,7,3334,0,0
34.45,2067,42,7,3230,0,0
34.46667,2068,60,7,3230,0,0
34.48333,2069,60,7,3230,0,0
34.5,2070,59,7,3238,8,8
34.51667,2071,61,7,3238,8,8
34.53333,2072,60,7,3302,62,62
34.55,2073,59,7,3302,62,62
34.56667,2074,61,7,3366,54,54
34.58333,2075,58,7,3374,23,23
34.6,2076,58,7,3322,47,47
34.61666,2077,63,7,3286,54,54
34.63334,2078,60,7,3058,62,62
34.65,2079,60,7,3058,62,62
34.66667,2080,60,7,2978,3,3
34.68333,2081,46,7,2978,52,52
34.7,2082,60,7,2978,52,52
34.71667,2083,50,7,2978,52,52
34.73333,2084,71,7,2978,16,16
34.75,2085,56,7,2978,0,0
34.76667,2086,60,7,3034,56,56
34.78333,2087,60,7,3034,56,56
34.8,2088,53,7,3098,62,62
34.81667,2089,67,7,3094,29,29
34.83333,2090,43,7,3054,39,39
34.85,2091,71,7,3002,56,56
34.86666,2092,60,7,2958,62,62
34.88334,2093,47,7,2970,29,29
34.9,2094,58,7,2970,44,44
34.91667,2095,60,7,2970,61,61
34.93333,2096,60,7,2970,49,49
34.95,2097,60,7,2970,29,29
34.96667,2098,58,7,2970,23,23
34.98333,2099,62,7,2970,14,14
35,2100,58,7,2970,0,0
35.01667,2101,62,7,2970,0,0
35.03333,2102,60,7,3026,56,56
35.05,2103,60,7,3026,56,56
35.06667,2104,60,7,2994,56,56
35.08333,2105,58,7,2974,19,19
35.1,2106,62,7,2978,40,40
35.11666,2107,60,7,2978,40,40
35.13334,2108,60,7,3042,62,62
35.15,2109,60,7,3042,39,39
35.16667,2110,59,7,3042,45,45
35.18333,2111,61,7,3042,40,40
35.2,2112,60,7,3042,27,27
35.21667,2113,60,7,3042,27,27
35.23333,2114,60,7,3042,2,2
35.25,2115,59,7,3042,0,0
35.26667,2116,61,7,3042,0,0
35.28333,2117,59,7,3042,0,0
35.3,2118,60,7,3042,0,0
35.31667,2119,60,7,3042,0,0
35.33333,2120,58,7,3034,0,0
35.35,2121,62,7,3018,0,0
35.36666,2122,60,7,3082,62,62
35.38334,2123,59,7,3146,62,62
35.4,2124,60,7,3146,62,62
35.41667,2125,60,7,3146,18,18
35.43333,2126,59,7,3146,44,44
35.45,2127,60,7,3146,62,62
35.46667,2128,61,7,3146,59,59
35.48333,2129,57,7,3146,21,21
35.5,2130,63,7,3146,22,22
35.51667,2131,60,7,3146,1,1
35.53333,2132,60,7,3146,1,1
35.55,2133,59,7,3146,0,0
35.56667,2134,61,7,3146,0,0
35.58333,2135,60,7,3138,0,0
35.6,2136,59,7,3138,0,0
35.61666,2137,61,7,3146,8,8
35.63334,2138,57,7,3210,62,62
35.65,2139,63,7,3266,62,62
35.66667,2140,59,7,3266,54,54
35.68333,2141,60,7,3266,27,27
35.7,2142,61,7,3266,62,62
35.71667,2143,60,7,3266,43,43
35.73333,2144,59,7,3266,54,54
35.75,2145,61,7,3266,23,23
35.76667,2146,60,7,3266,20,20
35.78333,2147,60,7,3266,0,0
35.8,2148,60,7,3266,0,0
35.81667,2149,59,7,3266,0,0
35.83333,2150,61,7,3262,0,0
35.85,2151,60,7,3258,0,0
35.86666,2152,60,7,3258,0,0
35.88334,2153,58,7,3322,62,62
35.9,2154,59,7,3322,62,62
35.91667,2155,62,7,3358,62,62
35.93333,2156,60,7,3358,13,13
35.95,2157,59,7,3358,38,38
35.96667,2158,58,7,3358,37,37
35.98333,2159,62,7,3358,37,37
36,2160,59,7,3358,0,0
36.01667,2161,61,7,3358,0,0
36.03333,2162,60,7,3358,0,0
36.05,2163,58,7,3358,0,0
36.06667,2164,62,7,3358,0,0
36.08333,2165,57,7,3358,0,0
36.1,2166,62,7,3354,0,0
36.11666,2167,61,7,3354,0,0
36.13334,2168,59,7,3354,0,0
36.15,2169,61,7,3366,12,12
36.16667,2170,58,7,3430,63,63
36.18333,2171,62,7,3430,63,63
36.2,2172,59,7,3494,51,51
36.21667,2173,58,7,3494,18,18
36.23333,2174,62,7,3494,57,57
36.25,2175,58,7,3494,52,52
36.26667,2176,62,7,3494,62,62
36.28333,2177,60,7,3494,63,63
36.3,2178,60,7,3494,12,12
36.31667,2179,59,7,3494,3,3
36.33333,2180,61,7,3494,2,2
36.35,2181,59,7,3494,2,2
36.36666,2182,60,7,3494,0,0
36.38334,2183,60,7,3494,0,0
36.4,2184,58,7,3494,0,0
36.41667,2185,62,7,3494,0,0
36.43333,2186,57,7,3502,8,8
36.45,2187,64,7,3526,32,32
36.46667,2188,60,7,3526,32,32
36.48333,2189,59,7,3590,55,55
36.5,2190,61,7,3590,39,39
36.51667,2191,60,7,3590,63,63
36.53333,2192,60,7,3590,32,32
36.55,2193,60,7,3590,24,24
36.56667,2194,58,7,3590,24,24
36.58333,2195,62,7,3590,1,1
36.6,2196,60,7,3590,0,0
36.61666,2197,58,7,3590,0,0
36.63334,2198,62,7,3590,0,0
36.65,2199,60,7,3590,0,0
36.66667,2200,60,7,3590,0,0
36.68333,2201,60,7,3590,0,0
36.7,2202,60,7,3590,0,0
36.71667,2203,58,7,3590,0,0
36.73333,2204,61,7,3590,0,0
36.75,2205,60,7,3654,63,63
36.76667,2206,60,7,3654,63,63
36.78333,2207,60,7,3718,63,63
36.8,2208,59,7,3718,21,21
36.81667,2209,61,7,3718,42,42
36.83333,2210,59,7,3718,63,63
36.85,2211,58,7,3718,63,63
36.86666,2212,62,7,3718,63,63
36.88334,2213,59,7,3718,0,0
36.9,2214,62,7,3718,2,2
36.91667,2215,60,7,3718,2,2
36.93333,2216,60,7,3718,2,2
36.95,2217,60,7,3718,2,2
36.96667,2218,58,7,3718,0,0
36.98333,2219,62,7,3718,0,0
37,2220,59,7,3718,0,0
37.01667,2221,62,7,3718,0,0
37.03333,2222,60,7,3718,0,0
37.05,2223,60,7,3718,0,0
37.06667,2224,60,7,3766,48,48
37.08333,2225,60,7,3830,63,63
37.1,2226,59,7,3830,63,63
37.11666,2227,60,7,3830,18,18
37.13334,2228,58,7,3830,45,45
37.15,2229,58,7,3830,49,49
37.16667,2230,64,7,3830,49,49
37.18333,2231,60,7,3830,4,4
37.2,2232,57,7,3830,0,0
37.21667,2233,61,7,3830,0,0
37.23333,2234,61,7,3830,0,0
37.25,2235,59,7,3830,0,0
37.26667,2236,57,7,3830,0,0
37.28333,2237,64,7,3830,0,0
37.3,2238,60,7,3830,0,0
37.31667,2239,60,7,3830,0,0
37.33333,2240,60,7,3830,0,0
37.35,2241,60,7,3830,0,0
37.36666,2242,60,7,3830,0,0
37.38334,2243,60,7,3894,63,63
37.4,2244,60,7,3958,63,63
37.41667,2245,57,7,3958,63,63
37.43333,2246,62,7,3958,16,16
37.45,2247,59,7,3958,63,63
37.46667,2248,60,7,3958,47,47
37.48333,2249,60,7,3958,63,63
37.5,2250,60,7,3958,48,48
37.51667,2251,60,7,3958,18,18
37.53333,2252,60,7,3958,5,5
37.55,2253,60,7,3958,5,5
37.56667,2254,60,7,3958,0,0
37.58333,2255,60,7,3958,0,0
37.6,2256,60,7,3958,0,0
37.61666,2257,60,7,3958,0,0
37.63334,2258,60,7,3958,0,0
37.65,2259,60,7,3958,0,0
37.66667,2260,60,7,3958,0,0
37.68333,2261,60,7,3958,0,0
37.7,2262,60,7,4022,63,63
37.71667,2263,60,7,4086,63,63
37.73333,2264,60,7,4086,63,63
37.75,2265,60,7,4086,14,14
37.76667,2266,59,7,4086,49,49
37.78333,2267,58,7,4086,63,63
37.8,2268,62,7,4086,63,63
37.81667,2269,58,7,4086,23,23
37.83333,2270,61,7,4086,25,25
37.85,2271,60,7,4086,2,2
37.86666,2272,60,7,4086,2,2
37.88334,2273,59,7,4086,0,0
37.9,2274,61,7,4086,0,0
37.91667,2275,60,7,4086,0,0
37.93333,2276,60,7,4086,0,0
37.95,2277,60,7,4086,0,0
37.96667,2278,60,7,4086,0,0
37.98333,2279,60,7,4086,0,0
38,2280,60,7,4086,0,0
38.01667,2281,60,7,4150,63,63
38.03333,2282,58,7,4150,63,63
38.05,2283,61,7,4214,63,63
38.06667,2284,60,7,4214,14,14
38.08333,2285,57,7,4214,49,49
38.1,2286,59,7,4214,63,63
38.11666,2287,60,7,4214,63,63
38.13334,2288,59,7,4214,63,63
38.15,2289,60,7,4214,14,14
38.16667,2290,60,7,4214,2,2
38.18333,2291,58,7,4214,2,2
38.2,2292,61,7,4214,2,2
38.21667,2293,60,7,4214,0,0
38.23333,2294,60,7,4214,0,0
38.25,2295,60,7,4214,0,0
38.26667,2296,60,7,4214,0,0
38.28333,2297,59,7,4214,0,0
38.3,2298,61,7,4214,0,0
38.31667,2299,59,7,4214,0,0
38.33333,2300,58,7,4214,0,0
38.35,2301,62,7,4214,0,0
38.36666,2302,59,7,4234,20,20
38.38334,2303,61,7,4298,63,63
38.4,2304,59,7,4298,63,63
38.41667,2305,60,7,4298,63,63
38.43333,2306,60,7,4298,3,3
38.45,2307,47,7,4298,21,21
38.46667,2308,60,7,4298,21,21
38.48333,2309,60,7,4298,21,21
38.5,2310,60,7,4298,0,0
38.51667,2311,60,7,4298,0,0
38.53333,2312,58,7,4298,0,0
38.55,2313,62,7,4298,0,0
38.56667,2314,57,7,4298,0,0
38.58333,2315,63,7,4298,0,0
38.6,2316,60,7,4298,0,0
38.61666,2317,60,7,4298,0,0
38.63334,2318,60,7,4298,0,0
38.65,2319,59,7,4298,0,0
38.66667,2320,61,7,4298,0,0
38.68333,2321,60,7,4298,0,0
38.7,2322,59,7,4298,0,0
38.71667,2323,61,7,4322,24,24
38.73333,2324,59,7,4322,24,24
38.75,2325,60,7,4322,24,24
38.76667,2326,59,7,4322,0,0
38.78333,2327,61,7,4322,0,0
38.8,2328,60,7,4322,0,0
38.81667,2329,59,7,4322,0,0
38.83333,2330,61,7,4322,0,0
38.85,2331,59,7,4322,0,0
38.86666,2332,61,7,4322,0,0
38.88334,2333,60,7,4322,0,0
38.9,2334,60,7,4322,0,0
38.91667,2335,59,7,4322,0,0
38.93333,2336,60,7,4322,0,0
38.95,2337,60,7,4322,0,0
38.96667,2338,60,7,4322,0,0
38.98333,2339,58,7,4322,0,0
39,2340,62,7,4322,0,0
39.01667,2341,59,7,4322,0,0
39.03333,2342,61,7,4322,0,0
39.05,2343,60,7,4322,0,0
39.06667,2344,60,7,4322,0,0
39.08333,2345,60,7,4322,0,0
39.1,2346,60,7,4322,0,0
39.11666,2347,59,7,4322,0,0
39.13334,2348,61,7,4322,0,0
39.15,2349,60,7,4322,0,0
39.16667,2350,60,7,4322,0,0
39.18333,2351,59,7,4322,0,0
39.2,2352,61,7,4322,0,0
39.21667,2353,60,7,4322,0,0
39.23333,2354,57,7,4322,0,0
39.25,2355,62,7,4322,0,0
39.26667,2356,61,7,4322,0,0
39.28333,2357,60,7,4322,0,0
39.3,2358,60,7,4322,0,0
39.31667,2359,60,7,4322,0,0
39.33333,2360,60,7,4322,0,0
39.35,2361,60,8,4322,0,0
39.36666,2362,60,8,4090,0,0
39.38334,2363,53,8,3754,0,0
39.4,2364,39,8,3762,8,8
39.41667,2365,58,8,3762,8,8
39.43333,2366,62,8,3766,12,12
39.45,2367,60,8,3782,20,20
39.46667,2368,57,8,3782,20,20
39.48333,2369,63,8,3814,48,48
39.5,2370,60,8,3822,40,40
39.51667,2371,60,8,3806,40,40
39.53333,2372,60,8,3802,8,8
39.55,2373,60,8,3758,0,0
39.56667,2374,59,8,3758,0,0
39.58333,2375,58,8,3822,63,63
39.6,2376,60,8,3886,63,63
39.61666,2377,63,8,3910,63,63
39.63334,2378,60,8,3866,20,20
39.65,2379,60,8,3746,43,43
39.66667,2380,58,8,3746,63,63
39.68333,2381,60,8,3746,63,63
39.7,2382,60,8,3746,42,42
39.71667,2383,60,8,3746,41,41
39.73333,2384,60,8,3746,43,43
39.75,2385,60,8,3746,63,63
39.76667,2386,60,8,3746,63,63
39.78333,2387,60,8,3746,15,15
39.8,2388,57,8,3746,3,3
39.81667,2389,63,8,3746,3,3
39.83333,2390,60,8,3746,3,3
39.85,2391,60,8,3746,3,3
39.86666,2392,60,8,3742,0,0
39.88334,2393,57,8,3750,8,8
39.9,2394,60,8,3814,63,63
39.91667,2395,63,8,3866,63,63
39.93333,2396,60,8,3790,55,55
39.95,2397,60,8,3790,63,63
39.96667,2398,60,8,3854,8,8
39.98333,2399,56,8,3854,63,63
40,2400,60,8,3854,55,55
40.01667,2401,60,8,3854,63,63
40.03333,2402,58,8,3854,53,53
40.05,2403,60,8,3854,18,18
40.06667,2404,59,8,3854,63,63
40.08333,2405,59,8,3854,55,55
40.1,2406,58,8,3854,53,53
40.11666,2407,61,8,3854,29,29
40.13334,2408,61,8,3854,11,11
40.15,2409,60,8,3854,3,3
40.16667,2410,60,8,3854,3,3
40.18333,2411,57,8,3854,0,0
40.2,2412,61,8,3854,0,0
40.21667,2413,61,8,3882,28,28
40.23333,2414,59,8,3854,32,32
40.25,2415,61,8,3854,32,32
40.26667,2416,60,8,3918,35,35
40.28333,2417,60,8,3982,59,59
40.3,2418,60,8,3982,63,63
40.31667,2419,60,8,3982,43,43
40.33333,2420,60,8,3982,36,36
40.35,2421,59,8,3982,63,63
40.36666,2422,61,8,3982,47,47
40.38334,2423,57,8,3982,43,43
40.4,2424,61,8,3982,27,27
40.41667,2425,62,8,3982,18,18
40.43333,2426,58,8,3982,3,3
40.45,2427,61,8,3982,3,3
40.46667,2428,60,8,3982,0,0
40.48333,2429,57,8,3982,0,0
40.5,2430,63,8,3982,0,0
40.51667,2431,59,8,3982,0,0
40.53333,2432,61,8,3982,0,0
